"Accession","SICK-0168-KB","SICK-0166-KB","SICK-2106-MW","SICK-2096-MW","SICK-0167-KB","SICK-0174-KB","SICK-4176-SJ","SICK-2102-MW","SICK-0157-KB","SICK-4191-SJ","SICK-0170-KB","SICK-4196-SJ","SICK-2118-MW","SICK-0139-KB","SICK-0146-KB","SICK-4165-SJ","SICK-2099-MW","SICK-2117-MW","SICK-0155-KB","SICK-0175-KB","SICK-4206-SJ","SICK-2108-MW","SICK-2107-MW","SICK-4184-SJ","SICK-0162-KB","SICK-0138-KB","SICK-0135-KB","SICK-0169-KB","SICK-0164-KB","SICK-0145-KB","SICK-0156-KB","SICK-2101-MW","SICK-0153-KB","SICK-0144-KB"
"KV37_HUMAN",11.947185757854,11.2502731142585,12.6686230668122,12.5844221447644,12.1782054326015,12.2990866929379,12.3452853081427,11.5723632302165,11.9119660149453,12.458000889213,12.6935665026011,10.7884381616761,13.1130316692197,11.9366071194686,11.2445241110635,13.0645102345237,12.5082405317571,12.57218510164,12.853847019826,12.3745774657553,11.4183022466169,11.6280912735443,12.4039641874309,12.2490351633418,11.6113590754801,12.2765525452625,11.225057507587,12.2147568100329,12.0433078642546,12.4346235195856,12.0275041258514,12.5492542423947,11.2157723356186,12.7782578418559
"LV469_HUMAN",11.6718335463568,11.5617313577482,12.5410076118757,13.4949912919209,11.3462224860246,11.7845174341103,12.8778472767475,11.2133896475185,10.928328066123,11.7610366067237,12.4680829338684,10.9320909104067,14.1757057803426,11.1429611728943,10.958699525743,11.9251823419809,12.7324476631595,13.3033160148169,12.2111526314809,11.5875490926231,11.3969741997329,11.5772472896054,13.722984255823,11.7639666671384,11.4165428087624,11.7352854809568,11.4817722144122,12.7124141722031,11.7036045352584,10.9720297048056,12.232656014546,12.2422541972178,11.1128923585356,11.5753702818465
"LV861_HUMAN",13.9250104329452,13.9832203073378,15.0134709154623,15.5213653673984,13.7200901662517,14.1459515752775,14.4388049210962,13.2894121796338,13.5346396256192,9.12717570344025,15.0874057012568,12.9151141172308,16.0262515689994,13.582380795915,13.7286964387354,15.0407124574446,14.380660546096,15.5566303554326,13.7168152759653,14.0374552932439,14.094879384523,14.2225309341919,15.1031134485903,13.9767065780424,13.8310732164396,14.3582136088333,13.314339836217,15.0357841048805,13.4020037853084,13.0919542612212,12.1441326167471,14.2370599603346,12.8655387436341,13.9937452100537
"LV460_HUMAN",9.233317449383,6.872878402408,10.9247049676108,12.1536322763798,9.75033948943367,8.14583281825944,12.0026035306835,9.59399159633195,10.0251375339199,9.93986953379592,11.0248282090779,10.6653191084463,11.4755018968134,9.38577579083728,8.59559042450407,11.0533396115811,11.8091140670875,9.1049043948516,10.7462908347342,9.39062858065887,8.93708847736529,8.93766305736419,12.4872285466559,6.86234081435761,9.82814684934144,10.2683306811706,9.98766666678588,9.32846675721805,8.76674230766166,8.34802448693565,10.5126934515086,10.4803994766714,8.73609654489791,7.599634465915
"LVX54_HUMAN",10.8091272199999,12.5180097957073,13.0675697606767,14.2224620969134,11.8290454226287,12.4616712822763,12.4207909988409,11.1148745171021,10.4833409890079,11.2215700118151,8.94638302327631,11.1950351175499,12.6504010976413,10.9862906527923,11.2282469525923,13.0920196117402,11.9931335306427,10.0969739086121,12.2364684147088,12.0398419334665,12.5543207972517,11.2359538809625,11.6490667862096,10.3507900327517,12.4020257813623,10.5840945299905,11.8952034152167,10.5617939253935,10.2541346271622,11.9815892300365,10.4141426106821,12.4188004695353,11.3802985536025,11.6571562882453
"LV746_HUMAN",9.83538362192681,9.69977873005026,11.9980776734974,13.0004742501275,9.95222144180963,9.65833211754576,11.5973647110177,8.38510958972498,9.96380714983424,10.4919064179541,11.7873051750766,11.204275308252,14.4646033306358,9.6792502788826,8.80640005339726,11.7899620169646,10.1066198057173,12.7193851649976,12.8560239527749,8.23195298061485,8.50055708515301,10.7478191809315,11.2806154621446,10.8077498387769,10.8462582226417,9.47002131088341,9.66197550158673,12.141565689438,8.95706377160935,9.98865790578691,9.96366473873526,11.416066620089,9.94893439828859,9.14775908437649
"LV537_HUMAN",8.11115605200624,9.13460038319868,10.9768258618298,9.73933954591925,9.11974443118434,8.87856025115197,9.98246836804882,9.8636319145249,9.27941306339351,9.36429926456434,11.3403221349595,9.24658825158999,10.5400679537816,8.79810608623759,8.62176862980751,10.1740462341502,9.36565711144745,9.52087592952744,9.52776094995866,10.2967528267504,8.48764318414613,9.37487617529995,9.22522303218771,8.82619864884798,9.47991813645258,10.1611607983351,9.51727723138785,9.50619291417682,9.1621299058524,8.48421369222898,9.71830814815496,8.47971329636975,8.62661953603908,9.33742032735914
"LV233_HUMAN",11.1619068675999,11.1260778696933,9.25284874855571,10.3682473347919,10.7886655685594,10.7959444186505,9.55248265718738,11.0690957004501,10.5691594577358,11.3009448732599,9.98043361748787,11.3032691855749,10.34542555187,10.6580842985786,10.26840007704,11.525007560776,13.172928587965,10.4009454764837,10.7017540196432,10.4771696714894,11.2621252485555,9.35673726483288,10.708443298219,10.9566703825786,11.89678055603,11.308724532053,9.96476803492655,11.8269191828937,11.1281216373859,10.8470407103588,10.2894220308269,10.3611486494292,8.03763425262759,11.8720643295117
"LV218_HUMAN",11.9751007489775,11.7719245411023,12.8730852761346,11.5201997436899,11.5699023001156,11.1909373331227,11.7170061282482,11.4305643389506,11.0569097092831,11.1966402446412,13.2583600061552,11.7359609688038,13.2735030957741,12.0409013779606,10.942372124546,13.214995682048,12.6734655495721,13.5255521120079,11.8296363221994,11.833971759509,10.9981280445235,11.7680365824275,11.6252731829168,12.0319360534808,10.8358156509976,11.1148168644838,11.8098368049859,14.0986599012372,11.7627785110773,11.3059218796929,11.5193588646168,12.8799960773805,11.1606449983593,12.2448379337863
"LV316_HUMAN",9.38647852325627,9.48925729469894,11.623063204651,10.6442132090117,10.2985411617072,8.99507660250752,11.5962945313289,10.0153803408658,9.83413721202421,8.92711368925138,10.1530503628753,10.8375905936908,10.1974463386105,10.0526910903276,9.16304567720069,11.6107536249472,10.8246354149522,12.0870394996459,9.31761231122275,8.49019009783524,8.88258213700229,9.19506351220528,11.1126442383094,9.8983819018028,8.25733115262166,10.5966921748041,9.51727723138785,10.328548659062,9.83436196547385,9.02560697291321,10.6099803693558,11.400529517894,10.5431602385721,9.50155003593641
